date,yr,mn,dy,rmm1,rmm2,ph,amp
10/13/2001,2001,10,13,-0.16828001,1.41096,7,1.4209599
10/14/2001,2001,10,14,-0.24735001,1.26903,7,1.29291
10/15/2001,2001,10,15,-0.17416,1.05371,7,1.068
10/16/2001,2001,10,16,-0.17607,0.76860398,7,0.788513
10/17/2001,2001,10,17,-3.34E-02,0.82365102,7,0.82432902
10/18/2001,2001,10,18,2.07E-02,0.75070202,6,0.75098801
10/19/2001,2001,10,19,-0.42884001,0.86286801,7,0.963557
10/20/2001,2001,10,20,-0.79982001,0.91499799,7,1.21529
10/21/2001,2001,10,21,-0.89082003,0.69685298,8,1.131
10/22/2001,2001,10,22,-1.01107,0.680906,8,1.2189699
10/23/2001,2001,10,23,-1.16116,0.55707598,8,1.28787
10/24/2001,2001,10,24,-1.11745,0.78470099,8,1.36545
10/25/2001,2001,10,25,-1.04128,0.54289597,8,1.17431
10/26/2001,2001,10,26,-1.07424,0.36701301,8,1.13521
10/27/2001,2001,10,27,-1.05274,-0.18358,1,1.06863
10/28/2001,2001,10,28,-0.98773998,-1.00295,2,1.40767
10/29/2001,2001,10,29,-0.95839,-1.57772,2,1.846
10/30/2001,2001,10,30,-0.58473998,-1.72486,2,1.82128
10/31/2001,2001,10,31,-0.21233,-1.59878,2,1.61282
11/1/2001,2001,11,1,0.175835,-1.54614,3,1.55611
11/2/2001,2001,11,2,0.37714601,-1.10423,3,1.16686
11/3/2001,2001,11,3,0.423908,-0.72042,3,0.835886
11/4/2001,2001,11,4,0.413809,-0.88589001,3,0.97777301
11/5/2001,2001,11,5,0.47981501,-0.80385,3,0.93615699
11/6/2001,2001,11,6,0.45873001,-0.69099998,3,0.82940203
11/7/2001,2001,11,7,0.56725699,-0.63243002,3,0.84955901
11/8/2001,2001,11,8,0.82757002,-0.59065998,4,1.01674
11/9/2001,2001,11,9,0.98064798,-0.51586002,4,1.10806
11/10/2001,2001,11,10,1.17926,-0.35453999,4,1.2314
11/11/2001,2001,11,11,0.97210699,-0.28575999,4,1.01324
11/12/2001,2001,11,12,0.53997999,-0.34281999,4,0.63960999
11/13/2001,2001,11,13,0.513363,-0.66430998,3,0.83955401
11/14/2001,2001,11,14,0.31241301,-0.77963001,3,0.839899
11/15/2001,2001,11,15,0.52138799,-0.70858997,3,0.87974501
11/16/2001,2001,11,16,0.72793001,-0.61047,4,0.95002902
11/17/2001,2001,11,17,0.988693,-0.45657,4,1.08902
11/18/2001,2001,11,18,0.929196,-0.35133001,4,0.99339902
11/19/2001,2001,11,19,0.95313299,-0.31189001,4,1.00287
11/20/2001,2001,11,20,0.953942,-6.60E-02,4,0.956222
11/21/2001,2001,11,21,1.1025,0.36795199,5,1.16228
11/22/2001,2001,11,22,0.92470902,0.607171,5,1.10623
11/23/2001,2001,11,23,0.626432,0.87160403,6,1.07336
11/24/2001,2001,11,24,0.20305,0.87026602,6,0.89363998
11/25/2001,2001,11,25,9.69E-04,0.85097301,6,0.85097301
11/26/2001,2001,11,26,-0.27779001,0.999322,7,1.03721
11/27/2001,2001,11,27,-0.41099,1.1034,7,1.17746
11/28/2001,2001,11,28,-0.30203,0.82582301,7,0.87932098
11/29/2001,2001,11,29,-5.70E-02,0.641339,7,0.64386302
11/30/2001,2001,11,30,6.58E-02,0.300138,6,0.30725801
12/1/2001,2001,12,1,0.46206501,0.155706,5,0.48759499
12/2/2001,2001,12,2,0.70415002,0.22137401,5,0.73812801
12/3/2001,2001,12,3,0.94701803,0.36492401,5,1.0149
12/4/2001,2001,12,4,1.40607,0.499805,5,1.49226
12/5/2001,2001,12,5,1.5394,0.81189299,5,1.74038
12/6/2001,2001,12,6,1.73436,1.09083,5,2.0488801
12/7/2001,2001,12,7,1.4906501,1.19458,5,1.9102499
12/8/2001,2001,12,8,1.26843,1.33298,6,1.84004
12/9/2001,2001,12,9,1.06086,1.62133,6,1.93756
12/10/2001,2001,12,10,0.96962398,1.96216,6,2.1886599
12/11/2001,2001,12,11,0.53310901,2.2253001,6,2.28827
12/12/2001,2001,12,12,-0.13155,1.90014,7,1.90469
12/13/2001,2001,12,13,-0.53865999,1.60234,7,1.69045
12/14/2001,2001,12,14,-0.76471001,1.39652,7,1.59218
12/15/2001,2001,12,15,-0.41066,1.65826,7,1.7083499
12/16/2001,2001,12,16,-0.64021999,1.74793,7,1.86149
12/17/2001,2001,12,17,-0.75307,1.75353,7,1.9084001
12/18/2001,2001,12,18,-1.04063,1.64884,7,1.94976
12/19/2001,2001,12,19,-1.31252,1.61691,7,2.0825701
12/20/2001,2001,12,20,-1.21667,1.2975301,7,1.77872
12/21/2001,2001,12,21,-1.3215899,0.92862099,8,1.61522
12/22/2001,2001,12,22,-1.4181499,0.77470702,8,1.61596
12/23/2001,2001,12,23,-1.31022,1.00432,8,1.65086
12/24/2001,2001,12,24,-1.3016,1.21495,8,1.78052
12/25/2001,2001,12,25,-1.2591,1.19575,8,1.73642
12/26/2001,2001,12,26,-1.29083,1.44223,7,1.9355299
12/27/2001,2001,12,27,-1.38495,1.66176,7,2.1632199
12/28/2001,2001,12,28,-1.33354,1.54834,7,2.0434501
12/29/2001,2001,12,29,-1.21172,1.29123,7,1.77075
12/30/2001,2001,12,30,-0.85452002,1.13816,7,1.4232399
12/31/2001,2001,12,31,-0.72587001,1.2358,7,1.43321
1/1/2002,2002,1,1,-0.83818001,1.34566,7,1.58535
1/2/2002,2002,1,2,-0.84723997,1.11743,7,1.40231
1/3/2002,2002,1,3,-0.90908998,0.92368501,7,1.29601
1/4/2002,2002,1,4,-0.71458,0.71336198,8,1.00971
1/5/2002,2002,1,5,-0.61879998,0.19721401,8,0.649468
1/6/2002,2002,1,6,-0.91465998,6.39E-02,8,0.91688597
1/7/2002,2002,1,7,-1.0879101,0.166058,8,1.10051
1/8/2002,2002,1,8,-1.23525,0.228707,8,1.25625
1/9/2002,2002,1,9,-1.3311501,2.59E-02,8,1.3314101
1/10/2002,2002,1,10,-1.14323,-4.84E-02,1,1.14426
1/11/2002,2002,1,11,-0.95055002,-0.35168999,1,1.01352
1/12/2002,2002,1,12,-0.91861999,-0.93344003,2,1.30964
1/13/2002,2002,1,13,-1.02359,-1.32429,2,1.67377
1/14/2002,2002,1,14,-0.96701002,-1.59121,2,1.86201
1/15/2002,2002,1,15,-0.81199002,-1.8413399,2,2.01243
1/16/2002,2002,1,16,-0.70622998,-1.64801,2,1.79296
1/17/2002,2002,1,17,-0.41036001,-1.72804,2,1.77609
1/18/2002,2002,1,18,-0.22596,-2.02916,2,2.0416999
1/19/2002,2002,1,19,-0.38981,-2.277,2,2.3101201
1/20/2002,2002,1,20,-0.19295,-2.5518,2,2.5590799
1/21/2002,2002,1,21,0.298309,-2.7488699,3,2.7650101
1/22/2002,2002,1,22,0.55151802,-2.8461299,3,2.89907
1/23/2002,2002,1,23,0.735376,-2.81668,3,2.9110899
1/24/2002,2002,1,24,1.1566499,-2.5266399,3,2.7788
1/25/2002,2002,1,25,1.6408499,-2.0337901,3,2.6131799
1/26/2002,2002,1,26,1.69032,-1.2206,4,2.08496
1/27/2002,2002,1,27,1.8727601,-0.70543998,4,2.00121
1/28/2002,2002,1,28,1.49891,-0.28079,4,1.5249799
1/29/2002,2002,1,29,1.07884,8.94E-02,5,1.08253
1/30/2002,2002,1,30,0.79615998,0.44438401,5,0.91178298
1/31/2002,2002,1,31,0.62818402,0.87768298,6,1.07933
2/1/2002,2002,2,1,0.53832102,0.83043998,6,0.98965698
2/2/2002,2002,2,2,0.51809001,0.83620799,6,0.98369801
2/3/2002,2002,2,3,0.43014199,0.192774,5,0.471365
2/4/2002,2002,2,4,0.54268301,8.38E-02,5,0.54910803
2/5/2002,2002,2,5,0.62640101,-8.22E-02,4,0.63176799
2/6/2002,2002,2,6,0.792467,-0.18117,4,0.812913
2/7/2002,2002,2,7,0.98060602,0.12945201,5,0.98911399
2/8/2002,2002,2,8,1.17487,0.499093,5,1.27648
2/9/2002,2002,2,9,1.0906399,0.61336201,5,1.25128
2/10/2002,2002,2,10,1.10241,0.55895603,5,1.23602
2/11/2002,2002,2,11,0.90769798,0.572097,5,1.07295
2/12/2002,2002,2,12,0.425632,0.56775898,6,0.70958602
2/13/2002,2002,2,13,7.86E-02,0.38182601,6,0.38984001
2/14/2002,2002,2,14,-5.90E-02,0.38730499,7,0.391774
2/15/2002,2002,2,15,0.210289,0.14593101,5,0.255963
2/16/2002,2002,2,16,0.70766097,0.123183,5,0.71830201
2/17/2002,2002,2,17,1.27684,0.21592,5,1.29496
2/18/2002,2002,2,18,1.3068,0.31360501,5,1.3439
2/19/2002,2002,2,19,1.38313,0.60387701,5,1.50921
2/20/2002,2002,2,20,1.1289999,0.744555,5,1.35241
2/21/2002,2002,2,21,0.91162401,0.98060203,6,1.33889
2/22/2002,2002,2,22,0.25560901,1.48083,6,1.50273
2/23/2002,2002,2,23,-0.23222999,1.81767,7,1.83245
2/24/2002,2002,2,24,-0.40687999,1.65791,7,1.70711
2/25/2002,2002,2,25,-0.62678999,1.5642101,7,1.68512
2/26/2002,2002,2,26,-0.79556,1.35374,7,1.5702
2/27/2002,2002,2,27,-0.95813,0.94738197,8,1.34742
2/28/2002,2002,2,28,-0.81202,0.690925,8,1.06619
3/1/2002,2002,3,1,-0.73795003,0.51616198,8,0.90054899
3/2/2002,2002,3,2,-0.52517003,0.456193,8,0.695638
3/3/2002,2002,3,3,-0.51160002,0.31252399,8,0.59950799
3/4/2002,2002,3,4,-6.70E-02,0.215875,7,0.22603901
3/5/2002,2002,3,5,0.49224299,-0.14404,4,0.51288497
3/6/2002,2002,3,6,0.80448598,-0.36535001,4,0.88356203
3/7/2002,2002,3,7,0.81782699,-0.42822,4,0.92315602
3/8/2002,2002,3,8,0.50075001,-0.25650001,4,0.56261998
3/9/2002,2002,3,9,1.59E-02,-7.24E-02,3,7.41E-02
3/10/2002,2002,3,10,-3.08E-02,-0.17219,2,0.17491899
3/11/2002,2002,3,11,3.37E-03,-0.69880003,3,0.69880599
3/12/2002,2002,3,12,-0.10753,-1.11633,2,1.1215
3/13/2002,2002,3,13,5.30E-02,-1.29047,3,1.2915601
3/14/2002,2002,3,14,-0.24501,-1.31463,2,1.33726
3/15/2002,2002,3,15,-0.22504,-1.46144,2,1.47866
3/16/2002,2002,3,16,-0.42385,-1.58946,2,1.64501
3/17/2002,2002,3,17,-0.55779999,-1.72293,2,1.8109699
3/18/2002,2002,3,18,-0.58513999,-1.75858,2,1.85338
3/19/2002,2002,3,19,-0.46546999,-1.95876,2,2.0132999
3/20/2002,2002,3,20,-0.19683,-1.83276,2,1.8433
3/21/2002,2002,3,21,0.33729801,-1.72671,3,1.7593499
3/22/2002,2002,3,22,0.73069602,-1.78815,3,1.93168
3/23/2002,2002,3,23,1.10289,-1.83838,3,2.1438301
3/24/2002,2002,3,24,0.97273803,-1.65731,3,1.92169
3/25/2002,2002,3,25,0.76465303,-1.57454,3,1.7503901
3/26/2002,2002,3,26,0.66601503,-1.44609,3,1.59209
3/27/2002,2002,3,27,0.96823603,-1.3971699,3,1.69987
3/28/2002,2002,3,28,1.3146501,-1.4672101,3,1.97003
3/29/2002,2002,3,29,1.54117,-1.16022,4,1.92907
3/30/2002,2002,3,30,1.69048,-0.52955002,4,1.77148
3/31/2002,2002,3,31,1.21424,-0.34283,4,1.26171
4/1/2002,2002,4,1,0.63652599,-0.21459,4,0.67172402
4/2/2002,2002,4,2,0.62023598,9.89E-02,5,0.62807298
4/3/2002,2002,4,3,0.40736401,0.108581,5,0.42158699
4/4/2002,2002,4,4,5.88E-02,1.88E-02,5,6.17E-02
4/5/2002,2002,4,5,-0.3064,-1.43E-02,1,0.30673301
4/6/2002,2002,4,6,-0.61000001,-8.27E-02,1,0.615583
4/7/2002,2002,4,7,-0.82014,-0.20685001,1,0.845819
4/8/2002,2002,4,8,-0.76288003,-0.26978001,1,0.80917901
4/9/2002,2002,4,9,-0.69966,-0.30537,1,0.76339602
4/10/2002,2002,4,10,-0.61083001,-0.51414001,1,0.79840899
4/11/2002,2002,4,11,-0.51932001,-0.76784998,2,0.92698002
4/12/2002,2002,4,12,-0.40224001,-1.12764,2,1.19723
4/13/2002,2002,4,13,-2.93E-02,-1.29462,2,1.29495
4/14/2002,2002,4,14,0.24012201,-1.317,3,1.33871
4/15/2002,2002,4,15,0.36967799,-1.16398,3,1.22128
4/16/2002,2002,4,16,0.287743,-1.04774,3,1.08654
4/17/2002,2002,4,17,0.43807799,-0.89745998,3,0.998676
4/18/2002,2002,4,18,0.26633999,-0.87563002,3,0.91524202
4/19/2002,2002,4,19,0.270942,-0.68336999,3,0.73512697
4/20/2002,2002,4,20,0.29280201,-0.43755001,3,0.52648598
4/21/2002,2002,4,21,0.334497,-0.48262,3,0.58720398
4/22/2002,2002,4,22,7.45E-02,-0.36460999,3,0.37214601
4/23/2002,2002,4,23,-0.15854,-0.53701001,2,0.55992699
4/24/2002,2002,4,24,-9.46E-02,-0.78605998,2,0.79172403
4/25/2002,2002,4,25,-0.18692,-0.82993001,2,0.85071599
4/26/2002,2002,4,26,-0.28266001,-0.97113001,2,1.01143
4/27/2002,2002,4,27,-0.22518,-1.3816,2,1.39983
4/28/2002,2002,4,28,-6.28E-02,-1.56126,2,1.56252
4/29/2002,2002,4,29,0.102221,-1.59736,3,1.60063
4/30/2002,2002,4,30,0.50621903,-1.7434,3,1.81541
5/1/2002,2002,5,1,0.678222,-1.7510999,3,1.8778501
5/2/2002,2002,5,2,0.58132499,-2.11762,3,2.19596
5/3/2002,2002,5,3,0.55660802,-2.01952,3,2.09482
5/4/2002,2002,5,4,0.71018201,-1.7989399,3,1.93405
5/5/2002,2002,5,5,1.17155,-1.65263,3,2.0257699
5/6/2002,2002,5,6,1.35614,-1.68813,3,2.16538
5/7/2002,2002,5,7,1.75251,-1.48914,4,2.2997501
5/8/2002,2002,5,8,1.81455,-0.86298001,4,2.00931
5/9/2002,2002,5,9,2.21087,-0.22911,4,2.2227099
5/10/2002,2002,5,10,2.66345,0.25833601,5,2.6759501
5/11/2002,2002,5,11,2.4547901,0.52721202,5,2.5107701
5/12/2002,2002,5,12,2.1870999,0.62433398,5,2.2744601
5/13/2002,2002,5,13,1.99049,1.17932,5,2.3136201
5/14/2002,2002,5,14,1.37481,2.09935,6,2.50945
5/15/2002,2002,5,15,0.79099,2.4936399,6,2.6160901
5/16/2002,2002,5,16,0.58262002,2.5344801,6,2.60058
5/17/2002,2002,5,17,-0.11414,2.69277,7,2.6951799
5/18/2002,2002,5,18,-0.90727001,2.8501201,7,2.99104
5/19/2002,2002,5,19,-1.26072,2.4878199,7,2.7890301
5/20/2002,2002,5,20,-1.50574,2.11445,7,2.5957999
5/21/2002,2002,5,21,-1.8863,2.0497899,7,2.78564
5/22/2002,2002,5,22,-2.12815,2.0046501,8,2.92363
5/23/2002,2002,5,23,-2.2111101,1.71244,8,2.79669
5/24/2002,2002,5,24,-2.1932001,1.5123301,8,2.6640699
5/25/2002,2002,5,25,-2.1809599,1.2591701,8,2.5183599
5/26/2002,2002,5,26,-2.23177,1.242,8,2.55409
5/27/2002,2002,5,27,-2.2525001,1.06489,8,2.49154
5/28/2002,2002,5,28,-2.1948099,0.80535799,8,2.3378999
5/29/2002,2002,5,29,-2.20943,0.67501903,8,2.31024
5/30/2002,2002,5,30,-2.0311401,0.54944098,8,2.10414
5/31/2002,2002,5,31,-1.78398,0.23407599,8,1.79927
6/1/2002,2002,6,1,-1.6904401,-3.65E-02,1,1.69084
6/2/2002,2002,6,2,-1.72282,-0.19491,1,1.7338099
6/3/2002,2002,6,3,-1.45217,-0.61233002,1,1.57599
6/4/2002,2002,6,4,-1.33295,-0.90420002,1,1.61069
6/5/2002,2002,6,5,-1.13661,-1.36145,2,1.77354
6/6/2002,2002,6,6,-0.95187002,-1.55303,2,1.82153
6/7/2002,2002,6,7,-0.75906003,-1.6655999,2,1.83041
6/8/2002,2002,6,8,-0.60764998,-1.66098,2,1.76864
6/9/2002,2002,6,9,-0.84195,-2.1437099,2,2.3031299
6/10/2002,2002,6,10,-0.55282003,-2.25372,2,2.3205299
6/11/2002,2002,6,11,-0.62945002,-2.3213301,2,2.40516
6/12/2002,2002,6,12,-0.34107,-2.09497,2,2.12255
6/13/2002,2002,6,13,0.25050899,-1.99625,3,2.01191
6/14/2002,2002,6,14,0.59755099,-1.72383,3,1.82446
6/15/2002,2002,6,15,1.19165,-1.6574301,3,2.0413499
6/16/2002,2002,6,16,1.51375,-1.2120399,4,1.93919
6/17/2002,2002,6,17,1.78974,-0.66530001,4,1.90939
6/18/2002,2002,6,18,1.97122,-0.54192001,4,2.0443599
6/19/2002,2002,6,19,1.83029,-6.17E-02,4,1.8313299
6/20/2002,2002,6,20,1.71267,0.204807,5,1.72487
6/21/2002,2002,6,21,1.54462,0.45582899,5,1.6104701
6/22/2002,2002,6,22,1.44469,0.72763199,5,1.6175801
6/23/2002,2002,6,23,1.15584,0.96733898,5,1.50722
6/24/2002,2002,6,24,1.12275,1.31875,6,1.73195
6/25/2002,2002,6,25,1.09796,1.36318,6,1.75036
6/26/2002,2002,6,26,0.824709,1.69573,6,1.88564
6/27/2002,2002,6,27,0.39949,1.70683,6,1.75296
6/28/2002,2002,6,28,0.33348799,1.7959501,6,1.82665
6/29/2002,2002,6,29,0.55773997,2.05071,6,2.1252
6/30/2002,2002,6,30,0.70758802,2.20924,6,2.3197899
7/1/2002,2002,7,1,0.65503901,2.3524899,6,2.4419899
7/2/2002,2002,7,2,0.55985302,2.6380401,6,2.69679
7/3/2002,2002,7,3,0.32738799,2.7156999,6,2.7353599
7/4/2002,2002,7,4,5.43E-02,2.78913,6,2.78965
7/5/2002,2002,7,5,4.73E-02,2.8930199,6,2.89341
7/6/2002,2002,7,6,-8.94E-02,2.92485,7,2.9262199
7/7/2002,2002,7,7,-0.10922,2.7056201,7,2.70783
7/8/2002,2002,7,8,-0.51196003,2.4642501,7,2.51687
7/9/2002,2002,7,9,-0.71934003,2.0639999,7,2.18576
7/10/2002,2002,7,10,-0.69041002,1.88037,7,2.0031099
7/11/2002,2002,7,11,-0.64103001,1.5198801,7,1.6495399
7/12/2002,2002,7,12,-0.93731999,1.61129,7,1.86409
7/13/2002,2002,7,13,-1.32777,1.67346,7,2.13622
7/14/2002,2002,7,14,-1.62747,1.31643,8,2.09324
7/15/2002,2002,7,15,-1.71009,1.22558,8,2.10392
7/16/2002,2002,7,16,-1.86508,1.09346,8,2.1619799
7/17/2002,2002,7,17,-1.96426,0.798204,8,2.12024
7/18/2002,2002,7,18,-1.83886,0.61170501,8,1.93793
7/19/2002,2002,7,19,-1.6435699,0.53826201,8,1.72946
7/20/2002,2002,7,20,-1.4764301,0.319855,8,1.51068
7/21/2002,2002,7,21,-0.92491001,0.27494901,8,0.96491402
7/22/2002,2002,7,22,-0.72807002,0.252487,8,0.77060902
7/23/2002,2002,7,23,-0.73565,0.342816,8,0.81160498
7/24/2002,2002,7,24,-0.48352,0.292795,8,0.56526297
7/25/2002,2002,7,25,-0.41582,0.169202,8,0.44893101
7/26/2002,2002,7,26,-0.37492999,6.65E-02,8,0.38078699
7/27/2002,2002,7,27,-0.59450001,-0.18271001,1,0.62194502
7/28/2002,2002,7,28,-0.57890999,-0.48293999,1,0.75390202
7/29/2002,2002,7,29,-0.62717003,-0.68043,2,0.92537802
7/30/2002,2002,7,30,-0.52323002,-0.83871001,2,0.98853397
7/31/2002,2002,7,31,-0.46768001,-0.82774001,2,0.95072502
8/1/2002,2002,8,1,-0.42456001,-0.90789998,2,1.00227
8/2/2002,2002,8,2,-0.11554,-1.21907,2,1.22453
8/3/2002,2002,8,3,0.270493,-1.06735,3,1.10109
8/4/2002,2002,8,4,0.431243,-1.031,3,1.11755
8/5/2002,2002,8,5,0.40895501,-1.06302,3,1.13897
8/6/2002,2002,8,6,0.64663398,-1.00407,3,1.19428
8/7/2002,2002,8,7,0.90080702,-0.54084998,4,1.0506999
8/8/2002,2002,8,8,1.19507,-0.21853,4,1.21489
8/9/2002,2002,8,9,1.3628401,-4.79E-02,4,1.36368
8/10/2002,2002,8,10,1.41875,-6.30E-02,4,1.42014
8/11/2002,2002,8,11,1.52349,7.06E-02,5,1.52512
8/12/2002,2002,8,12,1.68923,0.237205,5,1.70581
8/13/2002,2002,8,13,1.86317,0.87275398,5,2.0574501
8/14/2002,2002,8,14,1.90554,1.32639,5,2.3217299
8/15/2002,2002,8,15,1.4107,1.44732,6,2.02109
8/16/2002,2002,8,16,1.09427,1.32213,6,1.71623
8/17/2002,2002,8,17,0.72530103,1.2816499,6,1.47264
8/18/2002,2002,8,18,0.589477,1.15341,6,1.29532
8/19/2002,2002,8,19,0.341001,1.03253,6,1.0873899
8/20/2002,2002,8,20,-2.66E-02,1.022,7,1.0223401
8/21/2002,2002,8,21,-0.61515999,0.80492902,7,1.01308
8/22/2002,2002,8,22,-1.20126,0.91365999,8,1.50924
8/23/2002,2002,8,23,-1.53116,0.78014898,8,1.71845
8/24/2002,2002,8,24,-1.60976,0.80350602,8,1.79915
8/25/2002,2002,8,25,-1.51518,0.81138599,8,1.71876
8/26/2002,2002,8,26,-1.46217,0.68393099,8,1.61422
8/27/2002,2002,8,27,-1.40888,0.79489201,8,1.61765
8/28/2002,2002,8,28,-1.33777,0.78834403,8,1.55277
8/29/2002,2002,8,29,-1.1670099,0.598014,8,1.3113101
8/30/2002,2002,8,30,-1.00959,0.52337402,8,1.13718
8/31/2002,2002,8,31,-0.92892998,0.31932801,8,0.98228699
9/1/2002,2002,9,1,-0.68548,0.20958599,8,0.71680099
9/2/2002,2002,9,2,-0.59047002,0.234533,8,0.63533902
9/3/2002,2002,9,3,-0.49542999,0.25055999,8,0.55518299
9/4/2002,2002,9,4,-0.41192999,0.24698199,8,0.480299
9/5/2002,2002,9,5,-0.45941001,0.16220599,8,0.48720399
9/6/2002,2002,9,6,-0.40066999,-0.14895999,1,0.42746601
9/7/2002,2002,9,7,-7.90E-02,-0.61106002,2,0.61614603
9/8/2002,2002,9,8,-7.75E-02,-0.61970001,2,0.624529
9/9/2002,2002,9,9,0.117371,-0.63466001,3,0.64542103
9/10/2002,2002,9,10,0.44123301,-0.41732001,4,0.60732299
9/11/2002,2002,9,11,0.49115399,-0.16119,4,0.516927
9/12/2002,2002,9,12,0.402217,-0.11499,4,0.418331
9/13/2002,2002,9,13,0.31640899,0.201919,5,0.375348
9/14/2002,2002,9,14,1.74E-02,0.39272001,6,0.39310399
9/15/2002,2002,9,15,-0.11731,0.417041,7,0.433227
9/16/2002,2002,9,16,-5.93E-02,0.582335,7,0.58534497
9/17/2002,2002,9,17,-0.11276,0.78521699,7,0.79327202
9/18/2002,2002,9,18,-0.3919,0.79978698,7,0.89064503
9/19/2002,2002,9,19,-0.51668,0.52384299,7,0.73578101
9/20/2002,2002,9,20,-0.56345999,0.105348,8,0.57322103
9/21/2002,2002,9,21,-0.48725,-0.33476001,1,0.59117001
9/22/2002,2002,9,22,-0.52657998,-0.53973001,2,0.754049
9/23/2002,2002,9,23,-0.37796,-1.03685,2,1.10359
9/24/2002,2002,9,24,-0.43233001,-1.0268199,2,1.11412
9/25/2002,2002,9,25,-0.5571,-1.09007,2,1.22418
9/26/2002,2002,9,26,-0.70283002,-1.23557,2,1.4214799
9/27/2002,2002,9,27,-0.57542002,-1.00852,2,1.1611201
9/28/2002,2002,9,28,-0.36116001,-0.82440001,2,0.90004402
9/29/2002,2002,9,29,-4.60E-02,-0.67467999,2,0.67624903
9/30/2002,2002,9,30,-3.59E-02,-0.59742999,2,0.59850103
10/1/2002,2002,10,1,-0.13533001,-0.58124,2,0.596784
10/2/2002,2002,10,2,-4.23E-04,-0.70187998,2,0.70187801
10/3/2002,2002,10,3,0.31444299,-0.5668,3,0.64817601
10/4/2002,2002,10,4,0.55815297,-0.64007002,3,0.84924901
10/5/2002,2002,10,5,1.01371,-0.51248997,4,1.13589
10/6/2002,2002,10,6,1.23492,-0.15977,4,1.2452101
10/7/2002,2002,10,7,1.3304,0.114207,5,1.3353
10/8/2002,2002,10,8,1.18787,0.29557601,5,1.2241
10/9/2002,2002,10,9,0.96679199,0.25917301,5,1.00093
10/10/2002,2002,10,10,0.659675,0.133132,5,0.67297399
10/11/2002,2002,10,11,0.593687,7.95E-02,5,0.59898603
10/12/2002,2002,10,12,0.60832101,5.59E-02,5,0.61088198
10/13/2002,2002,10,13,0.32609901,3.12E-02,5,0.327593
10/14/2002,2002,10,14,0.321446,0.21934099,5,0.38915101
10/15/2002,2002,10,15,0.25167,0.239255,5,0.34724799
10/16/2002,2002,10,16,3.09E-02,0.171544,6,0.174307
10/17/2002,2002,10,17,-0.13022999,0.22108801,7,0.25659299
10/18/2002,2002,10,18,-0.23416001,1.46E-02,8,0.23461699
10/19/2002,2002,10,19,-0.55770999,-7.79E-02,1,0.56312001
10/20/2002,2002,10,20,-0.58462,-0.10004,1,0.59311801
10/21/2002,2002,10,21,-0.58336997,2.20E-02,8,0.583781
10/22/2002,2002,10,22,-0.68023998,0.111308,8,0.689291
10/23/2002,2002,10,23,-0.77098,0.182411,8,0.79226398
10/24/2002,2002,10,24,-0.80752999,1.51E-02,8,0.80767399
10/25/2002,2002,10,25,-0.87098998,-0.26607001,1,0.91072297
10/26/2002,2002,10,26,-1.09693,-0.58898997,1,1.24506
10/27/2002,2002,10,27,-1.3727601,-0.90472001,1,1.64407
10/28/2002,2002,10,28,-1.45619,-1.10511,1,1.82805
10/29/2002,2002,10,29,-1.3566999,-1.39925,2,1.94898
10/30/2002,2002,10,30,-1.31932,-1.3911,2,1.91723
10/31/2002,2002,10,31,-1.10561,-1.44789,2,1.82174
11/1/2002,2002,11,1,-1.24124,-1.52084,2,1.96306
11/2/2002,2002,11,2,-1.22619,-1.57243,2,1.99402
11/3/2002,2002,11,3,-1.09329,-1.87192,2,2.1677999
11/4/2002,2002,11,4,-0.88183999,-2.17116,2,2.34341
11/5/2002,2002,11,5,-0.48241001,-2.2139699,2,2.2659099
11/6/2002,2002,11,6,-5.13E-02,-2.11765,2,2.1182699
11/7/2002,2002,11,7,0.112325,-1.98034,3,1.98353
11/8/2002,2002,11,8,0.49277401,-2.0011001,3,2.0608799
11/9/2002,2002,11,9,0.52003199,-1.98461,3,2.05161
11/10/2002,2002,11,10,0.60468602,-1.91319,3,2.00648
11/11/2002,2002,11,11,0.52983898,-1.9562,3,2.02668
11/12/2002,2002,11,12,0.63007402,-2.1486399,3,2.23912
11/13/2002,2002,11,13,0.72670901,-2.0759301,3,2.19945
11/14/2002,2002,11,14,0.85487902,-1.91642,3,2.0984399
11/15/2002,2002,11,15,0.91334999,-1.9306099,3,2.1357601
11/16/2002,2002,11,16,0.99914199,-2.05302,3,2.2832401
11/17/2002,2002,11,17,1.11408,-2.08373,3,2.36286
11/18/2002,2002,11,18,1.47912,-2.12835,3,2.59184
11/19/2002,2002,11,19,1.85212,-1.59784,4,2.44611
11/20/2002,2002,11,20,2.1222501,-1.22563,4,2.4507401
11/21/2002,2002,11,21,2.2839899,-1.15406,4,2.559
11/22/2002,2002,11,22,2.4112301,-0.56410003,4,2.47633
11/23/2002,2002,11,23,2.44805,-8.24E-02,4,2.44944
11/24/2002,2002,11,24,2.4597499,0.50753403,5,2.51157
11/25/2002,2002,11,25,2.0616801,0.91485101,5,2.2555399
11/26/2002,2002,11,26,1.86034,1.24941,5,2.2409599
11/27/2002,2002,11,27,1.4937299,1.66679,6,2.2381699
11/28/2002,2002,11,28,1.08719,1.92364,6,2.20961
11/29/2002,2002,11,29,1.12481,2.11079,6,2.3917899
11/30/2002,2002,11,30,1.01757,2.1652501,6,2.3924401
12/1/2002,2002,12,1,0.72954297,2.0462201,6,2.17238
12/2/2002,2002,12,2,1.07E-02,1.814,6,1.8140301
